"","disasterNumber","state.x","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id","femaDeclarationString","state.y","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate"
"2536",1551,"FL","Orange (County)","WINTER PARK","32792",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede35","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2537",1551,"FL","Orange (County)","ORLANDO","32806",6,2,6,0,0,0,1,1204.61,0,0,1204.61,1,0,0,0,"624804b4cbab24a500aede3c","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2538",1551,"FL","Orange (County)","ORLANDO","32811",28,13,28,0,0,0,2,4250.59,0,1640,2610.59,2,0,0,0,"624804b4cbab24a500aede41","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2539",1551,"FL","Orange (County)","ORLANDO","32817",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede43","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2540",1551,"FL","Orange (County)","ORLANDO","32819",3,3,3,0,0,0,1,341.42,0,0,341.42,1,0,0,0,"624804b4cbab24a500aede45","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2541",1551,"FL","Orange (County)","ORLANDO","32821",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede46","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2542",1551,"FL","Orange (County)","ORLANDO","32822",6,3,6,0,0,0,1,341.42,0,0,341.42,1,0,0,0,"624804b4cbab24a500aede47","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2543",1551,"FL","Santa Rosa (County)","PENSACOLA","32505",1,1,1,0,0,0,1,447,0,0,0,1,0,0,0,"624804b4cbab24a500aeddad","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2544",1551,"FL","Escambia (County)","PENSACOLA","32507",3178,2795,3178,0,0,0,2212,7394377.81,16382,1226586.95,5641126.11,1974,236,2,5,"624804b4cbab24a500aeddb0","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2545",1551,"FL","Escambia (County)","PENSACOLA","32508",128,71,128,0,0,0,44,63395.4,0,12766,33529.27,43,1,0,0,"624804b4cbab24a500aeddb3","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2546",1551,"FL","Escambia (County)","PENSACOLA","32514",2338,1852,2338,0,0,0,1343,2480428.35,0,740130,1480400.36,1318,25,0,0,"624804b4cbab24a500aeddb7","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2547",1551,"FL","Escambia (County)","PENSECOLA","32514",1,1,1,0,0,0,1,846.11,0,0,846.11,1,0,0,0,"624804b4cbab24a500aeddb8","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2548",1551,"FL","Escambia (County)","PESACOLA","32514",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aeddb9","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2549",1551,"FL","Escambia (County)","PENSACOLA","32524",5,3,5,0,0,0,3,2841.71,0,1084,1280.71,3,0,0,0,"624804b4cbab24a500aeddbf","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2550",1551,"FL","Escambia (County)","BELLVIEW","32526",1,1,1,0,0,0,1,2867.65,0,1446,1421.65,1,0,0,0,"624804b4cbab24a500aeddc0","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2551",1551,"FL","Escambia (County)","PENSACOLA","32534",839,713,839,0,0,0,565,1386534.82,0,353644.33,931092.65,542,22,1,1,"624804b4cbab24a500aeddcb","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2552",1551,"FL","Santa Rosa (County)","PENSACOLA","32534",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aeddcc","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2553",1551,"FL","Okaloosa (County)","CRESTVIEW","32536",253,186,253,0,0,0,116,201527.74,714.39,65213,125106.35,114,2,0,0,"624804b4cbab24a500aeddce","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2554",1551,"FL","Santa Rosa (County)","FORT WALTON BEACH","32548",1,1,1,0,0,0,1,1084,0,1084,0,1,0,0,0,"624804b4cbab24a500aeddda","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2555",1551,"FL","Santa Rosa (County)","GULF BREEZE","32561",334,275,334,0,0,0,230,617919.06,0,118496,436074.18,213,17,0,0,"624804b4cbab24a500aedde5","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2556",1551,"FL","Santa Rosa (County)","HOLT","32564",3,2,3,0,0,0,2,15083.85,0,637,13999.85,1,1,0,0,"624804b4cbab24a500aedded","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2557",1551,"FL","Santa Rosa (County)","MOLINO","32565",1,1,1,0,0,0,1,1147.27,0,0,1147.27,1,0,0,0,"624804b4cbab24a500aeddef","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2558",1551,"FL","Santa Rosa (County)","GULF BREEZE","32566",2,2,2,0,0,0,1,230.18,0,0,230.18,1,0,0,0,"624804b4cbab24a500aeddf1","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2559",1551,"FL","Santa Rosa (County)","NAVARRE BEACH","32566",3,3,3,0,0,0,3,2235,0,894,0,3,0,0,0,"624804b4cbab24a500aeddf3","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2560",1551,"FL","Escambia (County)","MC DAVID","32568",60,55,60,0,0,0,46,133162.1,5100,26073,96742.1,44,2,0,0,"624804b4cbab24a500aeddf6","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2561",1551,"FL","Escambia (County)","MOLINO","32577",169,153,169,0,0,0,127,355253.09,13566.09,71167,255256,122,4,1,1,"624804b4cbab24a500aede00","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2562",1551,"FL","Walton (County)","CHOCTAW BEACH","32578",1,1,1,0,0,0,1,1016,0,1016,0,1,0,0,0,"624804b4cbab24a500aede02","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2563",1551,"FL","Okaloosa (County)","VALPARAISO","32580",60,44,60,0,0,0,29,31979.66,0,9752,18490.45,29,0,0,0,"624804b4cbab24a500aede06","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2564",1551,"FL","Marion (County)","EVINSTON","32633",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede0d","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2565",1551,"FL","Volusia (County)","DELAND","32720",4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede1a","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2566",1551,"FL","Volusia (County)","DELAND","32721",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede1b","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2567",1551,"FL","Seminole (County)","LONGWOOD","32750",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede25","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2568",1551,"FL","Volusia (County)","ORANGE CITY","32763",2,1,2,0,0,0,1,1666,0,1666,0,1,0,0,0,"624804b4cbab24a500aede2b","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2569",1551,"FL","Volusia (County)","OSTEEN","32764",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede2c","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2570",1551,"FL","Marion (County)","UMATILLA","32784",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede33","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2571",1551,"FL","Brevard (County)","TITUSVILLE","32796",10,7,10,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede37","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2572",1551,"FL","Orange (County)","ORLANDO","32803",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede39","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2573",1551,"FL","Orange (County)","ORLANDO","32805",54,32,54,0,0,0,1,1640,0,1640,0,1,0,0,0,"624804b4cbab24a500aede3b","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2574",1551,"FL","Orange (County)","ORLANDO","32809",9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede3f","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2575",1551,"FL","Orange (County)","ORLANDO","32812",5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede42","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2576",1551,"FL","Orange (County)","ORLANDO","32818",24,13,24,0,0,0,3,3272.42,0,0,3272.42,3,0,0,0,"624804b4cbab24a500aede44","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2577",1551,"FL","Orange (County)","ORLANDO","32833",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede4d","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2578",1551,"FL","Orange (County)","ORLANDO","32835",8,4,8,0,0,0,2,4040.28,0,0,4040.28,2,0,0,0,"624804b4cbab24a500aede4e","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2579",1551,"FL","Brevard (County)","PALM BAY","32907",7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede54","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2580",1551,"FL","Brevard (County)","PALM BAY","32910",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede57","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2581",1551,"FL","Brevard (County)","COCOA","32922",15,8,15,0,0,0,1,3008.01,0,1642,1366.01,1,0,0,0,"624804b4cbab24a500aede59","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2582",1551,"FL","Brevard (County)","COCOA","32927",9,4,9,0,0,0,1,1004.97,0,0,1004.97,1,0,0,0,"624804b4cbab24a500aede5c","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2583",1551,"FL","Brevard (County)","MELBOURNE","32934",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede5f","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2584",1551,"FL","Brevard (County)","MELBOURNE","32935",21,9,21,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede60","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2585",1551,"FL","Brevard (County)","VERO BEACH","32960",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede6b","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2586",1551,"FL","Indian River (County)","VERO BEACH","32962",6,5,6,0,0,0,3,12819.63,0,3894,8925.63,3,0,0,0,"624804b4cbab24a500aede6d","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2587",1551,"FL","Indian River (County)","VERO BEACH","32967",28,10,28,0,0,0,3,7454.7,0,2052,5402.7,3,0,0,0,"624804b4cbab24a500aede70","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2588",1551,"FL","Brevard (County)","MICCO","32976",1,1,1,0,0,0,1,2426.62,0,982,1444.62,1,0,0,0,"624804b4cbab24a500aede72","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2589",1551,"FL","Orange (County)","ORLANDO","32824",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede48","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2590",1551,"FL","Orange (County)","ORLANDO","32825",3,1,3,0,0,0,1,341.42,0,0,341.42,1,0,0,0,"624804b4cbab24a500aede49","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2591",1551,"FL","Orange (County)","ORLANDO","32839",15,5,15,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede50","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2592",1551,"FL","Franklin (County)","EASTPOINT","32328",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aedd59","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2593",1551,"FL","Gadsden (County)","HAVANA","32333",9,9,9,0,0,0,8,25068.92,0,5304,19764.92,8,0,0,0,"624804b4cbab24a500aedd5c","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2594",1551,"FL","Wakulla (County)","PANACEA","32346",1,1,1,0,0,0,1,1016,0,1016,0,1,0,0,0,"624804b4cbab24a500aedd5e","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2595",1551,"FL","Bay (County)","PANAMA CITY","32401",166,131,166,0,0,0,87,193000.16,0,48112,140364.49,84,3,0,0,"624804b4cbab24a500aedd66","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2596",1551,"FL","Brevard (County)","INDIAN HARBOUR BEACH","32937",2,0,2,0,0,0,1,164.76,0,0,0,1,0,0,0,"624804b4cbab24a500aede61","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2597",1551,"FL","Brevard (County)","SATELLITE BEACH","32937",5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede62","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2598",1551,"FL","Indian River (County)","FELLSMERE","32948",4,3,4,0,0,0,2,2790.72,0,1026,1764.72,2,0,0,0,"624804b4cbab24a500aede63","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2599",1551,"FL","Brevard (County)","MELBOURNE BEACH","32951",5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede66","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2600",1551,"FL","Brevard (County)","ROCKLEDGE","32955",7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede69","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2601",1551,"FL","Indian River (County)","WABASSO","32970",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede71","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2602",1551,"FL","Brevard (County)","FORT LAUDERDALE","33311",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede7e","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2603",1551,"FL","Bay (County)","MIAMI","33157",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b4cbab24a500aede7d","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2604",1551,"FL","Palm Beach (County)","WEST PALM BEACH","33404",31,11,31,0,0,0,1,1330,0,1330,0,1,0,0,0,"624804b4cbab24a500aede89","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
"2605",1551,"FL","Palm Beach (County)","WEST PALM BEACH","33407",54,19,54,0,0,0,2,2496.07,0,1646,850.07,2,0,0,0,"624804b4cbab24a500aede8d","DR-1551-FL","FL","DR","2004-09-16T15:00:00.000Z",2004,"Hurricane","HURRICANE IVAN",0,0,1,1,"2004-09-13T14:41:00.000Z","2004-11-17T11:11:00.000Z","2020-09-15T23:59:00.000Z"
