"","disasterNumber","state.x","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id","femaDeclarationString","state.y","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate"
"6740",4337,"FL","Volusia (County)","PORT ORANGE","32127",666,353,630,31,4,0,171,215031.5,0,116335,98696.45,169,2,0,0,"624804b8cbab24a500af9025","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6741",4337,"FL","Volusia (County)","WILBUR BY THE SEA","32127",4,3,4,0,0,0,1,341.7,0,0,341.7,1,0,0,0,"624804b8cbab24a500af9026","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6742",4337,"FL","Volusia (County)","DAYTONA BEACH","32129",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9028","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6743",4337,"FL","Putnam (County)","E PALATKA","32131",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af902d","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6744",4337,"FL","Marion (County)","FORT MCCOY","32134",3,3,3,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af9036","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6745",4337,"FL","Putnam (County)","SALT SPRINGS","32134",1,1,0,1,0,0,1,1737.7,0,1396,341.7,1,0,0,0,"624804b8cbab24a500af9039","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6746",4337,"FL","Flagler (County)","BEVERLY BEACH","32136",4,4,1,3,0,0,2,14528.58,0,4112,4127.78,1,1,0,0,"624804b8cbab24a500af903a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6747",4337,"FL","Orange (County)","PALM COAST","32137",1,1,1,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af9040","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6748",4337,"FL","Putnam (County)","GEORGETOWN","32139",59,30,55,4,0,0,21,18351.4,0,11168,7183.4,21,0,0,0,"624804b8cbab24a500af9044","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6749",4337,"FL","Clay (County)","FLORAHOME","32140",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9045","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6750",4337,"FL","Broward (County)","MIRAMAR","23033",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af8f3b","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6751",4337,"FL","Lake (County)","DY LAKE","32159",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9052","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6752",4337,"FL","Sumter (County)","LADY LAKE","32159",23,13,23,0,0,0,5,3218,0,1468,1750,5,0,0,0,"624804b8cbab24a500af9058","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6753",4337,"FL","Lake (County)","THE VILLAGES","32162",1,1,1,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af905a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6754",4337,"FL","Miami-Dade (County)","THE VILLAGES","32162",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af905c","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6755",4337,"FL","Sumter (County)","THE VILLAGES","32162",60,23,60,0,0,0,23,12702,0,2202,10500,23,0,0,0,"624804b8cbab24a500af905f","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6756",4337,"FL","Volusia (County)","NEW SMYRNA","32169",14,7,14,0,0,0,2,2418,0,1918,500,2,0,0,0,"624804b8cbab24a500af9069","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6757",4337,"FL","Volusia (County)","NEW SMYRNA BEACH","32169",217,94,201,15,1,0,44,75787.3,0,38851,36936.3,43,1,0,0,"624804b8cbab24a500af906a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6758",4337,"FL","Volusia (County)","NEW SMYRNA","32170",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af906c","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6759",4337,"FL","Volusia (County)","NEW SMYRNA BEACH","32170",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af906d","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6760",4337,"FL","Volusia (County)","ORMOND-BY-THE-SEA","32176",10,5,10,0,0,0,1,1927.8,0,0,1927.8,1,0,0,0,"624804b8cbab24a500af9074","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6761",4337,"FL","Putnam (County)","BARDIN","32177",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9076","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6762",4337,"FL","Marion (County)","OKLAWAHA","32179",6,2,6,0,0,0,3,3140,0,1640,1500,3,0,0,0,"624804b8cbab24a500af907b","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6763",4337,"FL","Putnam (County)","POMONA PARK","32181",149,76,144,4,1,0,58,50734.1,0,27920,22814.1,58,0,0,0,"624804b8cbab24a500af907e","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6764",4337,"FL","Marion (County)","OCKLAWAHA","32183",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9082","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6765",4337,"FL","Putnam (County)","PALATKA","32187",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9084","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6766",4337,"FL","Putnam (County)","SAN MATEO","32187",107,54,102,5,0,0,41,34598.8,0,23732,10866.8,41,0,0,0,"624804b8cbab24a500af9085","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6767",4337,"FL","Putnam (County)","SATUMA","32189",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9087","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6768",4337,"FL","Volusia (County)","SEVILLE","32190",84,24,82,2,0,0,30,33486.3,0,20139,13347.3,30,0,0,0,"624804b8cbab24a500af908a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6769",4337,"FL","Marion (County)","SPARR","32192",5,3,5,0,0,0,2,441.59,0,0,341.7,2,0,0,0,"624804b8cbab24a500af908c","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6770",4337,"FL","Marion (County)","WIERSDALE","32195",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9090","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6771",4337,"FL","Nassau (County)","JACKSONVILLE","32201",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9092","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6772",4337,"FL","Duval (County)","JACKSONVILLE","32204",605,333,585,19,1,0,195,198990.3,0,100784,94797.9,193,2,0,0,"624804b8cbab24a500af9095","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6773",4337,"FL","Duval (County)","JACKSONVILLE","32205",2931,1389,2768,152,10,0,990,1107118,0,591562,509486.3,988,2,0,0,"624804b8cbab24a500af9099","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6774",4337,"FL","Duval (County)","JACKSONVILLE","32206",2847,1677,2719,106,21,0,926,909669.2,0,407949,501178,926,0,0,0,"624804b8cbab24a500af909f","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6775",4337,"FL","Duval (County)","JAX","32206",4,3,3,1,0,0,2,841.7,0,0,841.7,2,0,0,0,"624804b8cbab24a500af90a1","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6776",4337,"FL","Duval (County)","JAC","32207",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90a2","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6777",4337,"FL","Duval (County)","JAC","32209",1,1,1,0,0,0,1,1927.8,0,0,1927.8,1,0,0,0,"624804b8cbab24a500af90aa","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6778",4337,"FL","Duval (County)","JACKSONVILLE FL","32210",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90b1","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6779",4337,"FL","Nassau (County)","JACKSONVILLE","32211",2,1,2,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af90b6","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6780",4337,"FL","Duval (County)","JACKSONVILLE","32216",2573,1036,2528,41,4,0,765,727697,0,392445,333265.9,765,0,0,0,"624804b8cbab24a500af90b8","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6781",4337,"FL","Duval (County)","JAX","32216",3,1,3,0,0,0,3,3438,0,1938,1500,3,0,0,0,"624804b8cbab24a500af90ba","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6782",4337,"FL","Duval (County)","JACKSONVILLE","32217",1157,499,1118,37,2,0,358,390288.5,0,227314,161898.5,356,2,0,0,"624804b8cbab24a500af90bd","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6783",4337,"FL","Duval (County)","JACKSINVILLE","32218",1,0,1,0,0,0,1,969,0,969,0,1,0,0,0,"624804b8cbab24a500af90c2","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6784",4337,"FL","Duval (County)","JACKSONVILLE","32218",5210,2188,5082,114,13,0,1758,1634284,0,859415,770140,1758,0,0,0,"624804b8cbab24a500af90c3","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6785",4337,"FL","Duval (County)","JACSONVILLE","32221",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90cb","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6786",4337,"FL","Duval (County)","JA","32222",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90cc","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6787",4337,"FL","Duval (County)","JACKSONVILLE","32222",464,187,457,6,1,0,140,124006.6,0,64923,59083.6,140,0,0,0,"624804b8cbab24a500af90cd","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6788",4337,"FL","Duval (County)","JACKSONVILLE","32223",456,166,447,8,0,0,113,106886.7,0,49419,57467.73,113,0,0,0,"624804b8cbab24a500af90ce","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6789",4337,"FL","Duval (County)","JACKSONVILLE","32224",770,260,763,7,0,0,179,127695.9,0,52326,75369.9,179,0,0,0,"624804b8cbab24a500af90d0","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6790",4337,"FL","Duval (County)","ATLANTIC BCH","32233",5,1,5,0,0,0,3,3438,0,1938,1500,3,0,0,0,"624804b8cbab24a500af90dc","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6791",4337,"FL","Duval (County)","ATLANTIC BEACH","32233",640,251,629,9,2,0,182,166074.5,0,87210,78864.5,182,0,0,0,"624804b8cbab24a500af90dd","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6792",4337,"FL","Baker (County)","JACKSONVILLE","32234",4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90e1","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6793",4337,"FL","Duval (County)","JACKSONVILLE","32234",127,47,124,3,0,0,33,30150.5,0,17442,12708.5,33,0,0,0,"624804b8cbab24a500af90e6","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6794",4337,"FL","Duval (County)","MAXVILLE","32234",2,0,2,0,0,0,2,2438,0,1938,500,2,0,0,0,"624804b8cbab24a500af90e7","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6795",4337,"FL","Nassau (County)","JACKSONVILLE","32234",1,1,0,1,0,0,1,1938,0,1938,0,1,0,0,0,"624804b8cbab24a500af90e9","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6796",4337,"FL","Duval (County)","JACKSONVILLE BEACH","32250",349,177,335,14,0,0,105,113559.7,0,62985,50574.71,105,0,0,0,"624804b8cbab24a500af90f8","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6797",4337,"FL","Duval (County)","JAX BCH","32250",4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af90fa","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6798",4337,"FL","Duval (County)","JACKSONVILLE","32254",2266,1223,2172,79,15,0,750,736275.6,0,374979,360926,749,1,0,0,"624804b8cbab24a500af9101","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6799",4337,"FL","Duval (County)","JAX","32256",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9106","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6800",4337,"FL","Palm Beach (County)","JACKSONVILLE","32256",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9108","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6801",4337,"FL","Duval (County)","JAX","32257",3,0,3,0,0,0,2,2438,0,1938,500,2,0,0,0,"624804b8cbab24a500af910a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6802",4337,"FL","St. Johns (County)","ST JOHNS","32259",4,2,4,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af9110","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6803",4337,"FL","Lee (County)","TALLAHASSEE","32303",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af911f","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6804",4337,"FL","Pinellas (County)","TALLAHASSEE","32304",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9125","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6805",4337,"FL","Duval (County)","TALLAHASSEE","32309",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9128","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6806",4337,"FL","Duval (County)","JAC","32320",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af912c","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6807",4337,"FL","Orange (County)","PANAMA CITY BEACH","32407",1,1,1,0,0,0,1,500,0,0,500,1,0,0,0,"624804b8cbab24a500af9133","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6808",4337,"FL","Citrus (County)","HERNANDO","32426",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9136","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6809",4337,"FL","Marion (County)","PENSACOLA","32502",1,0,1,0,0,0,1,820,0,820,0,1,0,0,0,"624804b8cbab24a500af9137","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6810",4337,"FL","Duval (County)","PENSACOLA","32526",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af913a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6811",4337,"FL","Broward (County)","PENSACOLA","32534",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af913d","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6812",4337,"FL","Monroe (County)","GAINESVILLE","32605",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9149","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6813",4337,"FL","Levy (County)","GAINESVILLE","32606",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af914b","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6814",4337,"FL","Marion (County)","GAINESVILLE","32608",1,1,0,1,0,0,1,1981.7,0,1640,341.7,1,0,0,0,"624804b8cbab24a500af9154","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6815",4337,"FL","Alachua (County)","GAINESVILLE","32610",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af9158","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
"6816",4337,"FL","Alachua (County)","GAINESVILLE","32612",4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"624804b8cbab24a500af915a","DR-4337-FL","FL","DR","2017-09-10T14:45:00.000Z",2017,"Hurricane","HURRICANE IRMA",0,0,1,1,"2017-09-04T09:00:00.000Z","2017-10-18T23:59:00.000Z",""
